sample_index,elapsed_s,voltage_V
13600,1.360000,0.13947
13601,1.360100,0.14075
13602,1.360200,0.14043
13603,1.360300,0.14235
13604,1.360400,0.14107
13605,1.360500,0.14331
13606,1.360600,0.14331
13607,1.360700,0.14395
13608,1.360800,0.14363
13609,1.360900,0.14395
13610,1.361000,0.14554
13611,1.361100,0.14618
13612,1.361200,0.14682
13613,1.361300,0.14618
13614,1.361400,0.14810
13615,1.361500,0.14746
13616,1.361600,0.14842
13617,1.361700,0.14810
13618,1.361800,0.15002
13619,1.361900,0.15002
13620,1.362000,0.15162
13621,1.362100,0.15130
13622,1.362200,0.15322
13623,1.362300,0.15290
13624,1.362400,0.15322
13625,1.362500,0.15322
13626,1.362600,0.15482
13627,1.362700,0.15514
13628,1.362800,0.15577
13629,1.362900,0.15514
13630,1.363000,0.15673
13631,1.363100,0.15673
13632,1.363200,0.15641
13633,1.363300,0.15769
13634,1.363400,0.15769
13635,1.363500,0.15737
13636,1.363600,0.15737
13637,1.363700,0.15769
13638,1.363800,0.15865
13639,1.363900,0.15801
13640,1.364000,0.15737
13641,1.364100,0.15705
13642,1.364200,0.15673
13643,1.364300,0.15514
13644,1.364400,0.15546
13645,1.364500,0.15418
13646,1.364600,0.15354
13647,1.364700,0.15386
13648,1.364800,0.15290
13649,1.364900,0.15226
13650,1.365000,0.15162
13651,1.365100,0.15098
13652,1.365200,0.15034
13653,1.365300,0.14970
13654,1.365400,0.14842
13655,1.365500,0.14842
13656,1.365600,0.14842
13657,1.365700,0.14746
13658,1.365800,0.14554
13659,1.365900,0.14522
13660,1.366000,0.14554
13661,1.366100,0.14427
13662,1.366200,0.14395
13663,1.366300,0.14235
13664,1.366400,0.14203
13665,1.366500,0.14171
13666,1.366600,0.14043
13667,1.366700,0.14171
13668,1.366800,0.14107
13669,1.366900,0.14011
13670,1.367000,0.13883
13671,1.367100,0.13979
13672,1.367200,0.14043
13673,1.367300,0.13851
13674,1.367400,0.13947
13675,1.367500,0.13883
13676,1.367600,0.13915
13677,1.367700,0.13979
13678,1.367800,0.13915
13679,1.367900,0.13915
13680,1.368000,0.13947
13681,1.368100,0.14075
13682,1.368200,0.13979
13683,1.368300,0.13947
13684,1.368400,0.14043
13685,1.368500,0.14075
13686,1.368600,0.14075
13687,1.368700,0.14267
13688,1.368800,0.14235
13689,1.368900,0.14331
13690,1.369000,0.14235
13691,1.369100,0.14459
13692,1.369200,0.14395
13693,1.369300,0.14650
13694,1.369400,0.14554
13695,1.369500,0.14618
13696,1.369600,0.14682
13697,1.369700,0.14842
13698,1.369800,0.14778
13699,1.369900,0.14874
13700,1.370000,0.14906
13701,1.370100,0.15066
13702,1.370200,0.15130
13703,1.370300,0.15162
13704,1.370400,0.15194
13705,1.370500,0.15194
13706,1.370600,0.15418
13707,1.370700,0.15258
13708,1.370800,0.15418
13709,1.370900,0.15418
13710,1.371000,0.15514
13711,1.371100,0.15577
13712,1.371200,0.15482
13713,1.371300,0.15673
13714,1.371400,0.15577
13715,1.371500,0.15769
13716,1.371600,0.15801
13717,1.371700,0.15737
13718,1.371800,0.15833
13719,1.371900,0.15737
13720,1.372000,0.15801
13721,1.372100,0.15705
13722,1.372200,0.15673
13723,1.372300,0.15673
13724,1.372400,0.15546
13725,1.372500,0.15609
13726,1.372600,0.15514
13727,1.372700,0.15609
13728,1.372800,0.15482
13729,1.372900,0.15386
13730,1.373000,0.15322
13731,1.373100,0.15354
13732,1.373200,0.15162
13733,1.373300,0.15162
13734,1.373400,0.15098
13735,1.373500,0.15002
13736,1.373600,0.14874
13737,1.373700,0.14906
13738,1.373800,0.14746
13739,1.373900,0.14810
13740,1.374000,0.14618
13741,1.374100,0.14586
13742,1.374200,0.14522
13743,1.374300,0.14491
13744,1.374400,0.14491
13745,1.374500,0.14331
13746,1.374600,0.14299
13747,1.374700,0.14203
13748,1.374800,0.14299
13749,1.374900,0.14171
13750,1.375000,0.14107
13751,1.375100,0.14107
13752,1.375200,0.14043
13753,1.375300,0.14075
13754,1.375400,0.13915
13755,1.375500,0.13979
13756,1.375600,0.13915
13757,1.375700,0.13915
13758,1.375800,0.13915
13759,1.375900,0.13819
13760,1.376000,0.13979
13761,1.376100,0.13851
13762,1.376200,0.13883
13763,1.376300,0.13915
13764,1.376400,0.13979
13765,1.376500,0.14043
13766,1.376600,0.13915
13767,1.376700,0.14107
13768,1.376800,0.14107
13769,1.376900,0.14203
13770,1.377000,0.14203
13771,1.377100,0.14235
13772,1.377200,0.14203
13773,1.377300,0.14363
13774,1.377400,0.14363
13775,1.377500,0.14459
13776,1.377600,0.14459
13777,1.377700,0.14586
13778,1.377800,0.14618
13779,1.377900,0.14714
13780,1.378000,0.14650
13781,1.378100,0.14810
13782,1.378200,0.14842
13783,1.378300,0.14938
13784,1.378400,0.15034
13785,1.378500,0.15098
13786,1.378600,0.15066
13787,1.378700,0.15162
13788,1.378800,0.15194
13789,1.378900,0.15290
13790,1.379000,0.15290
13791,1.379100,0.15418
13792,1.379200,0.15514
13793,1.379300,0.15354
13794,1.379400,0.15577
13795,1.379500,0.15514
13796,1.379600,0.15609
13797,1.379700,0.15577
13798,1.379800,0.15737
13799,1.379900,0.15769
13800,1.380000,0.15673
13801,1.380100,0.15801
13802,1.380200,0.15737
13803,1.380300,0.15737
13804,1.380400,0.15833
13805,1.380500,0.15769
13806,1.380600,0.15769
13807,1.380700,0.15737
13808,1.380800,0.15673
13809,1.380900,0.15514
13810,1.381000,0.15577
13811,1.381100,0.15546
13812,1.381200,0.15514
13813,1.381300,0.15354
13814,1.381400,0.15290
13815,1.381500,0.15162
13816,1.381600,0.15322
13817,1.381700,0.15130
13818,1.381800,0.15098
13819,1.381900,0.14970
13820,1.382000,0.15002
13821,1.382100,0.14874
13822,1.382200,0.14714
13823,1.382300,0.14682
13824,1.382400,0.14682
13825,1.382500,0.14618
13826,1.382600,0.14491
13827,1.382700,0.14491
13828,1.382800,0.14395
13829,1.382900,0.14459
13830,1.383000,0.14203
13831,1.383100,0.14139
13832,1.383200,0.14171
13833,1.383300,0.14171
13834,1.383400,0.14107
13835,1.383500,0.14075
13836,1.383600,0.13883
13837,1.383700,0.14011
13838,1.383800,0.13979
13839,1.383900,0.13947
13840,1.384000,0.13915
13841,1.384100,0.13915
13842,1.384200,0.13979
13843,1.384300,0.13883
13844,1.384400,0.13851
13845,1.384500,0.13883
13846,1.384600,0.13979
13847,1.384700,0.13979
13848,1.384800,0.13979
13849,1.384900,0.14043
13850,1.385000,0.14139
13851,1.385100,0.14011
13852,1.385200,0.14139
13853,1.385300,0.14107
13854,1.385400,0.14267
13855,1.385500,0.14267
13856,1.385600,0.14331
13857,1.385700,0.14522
13858,1.385800,0.14459
13859,1.385900,0.14491
13860,1.386000,0.14491
13861,1.386100,0.14618
13862,1.386200,0.14650
13863,1.386300,0.14714
13864,1.386400,0.14810
13865,1.386500,0.14874
13866,1.386600,0.14970
13867,1.386700,0.14906
13868,1.386800,0.14970
13869,1.386900,0.15066
13870,1.387000,0.15162
13871,1.387100,0.15066
13872,1.387200,0.15290
13873,1.387300,0.15290
13874,1.387400,0.15450
13875,1.387500,0.15386
13876,1.387600,0.15514
13877,1.387700,0.15546
13878,1.387800,0.15609
13879,1.387900,0.15673
13880,1.388000,0.15577
13881,1.388100,0.15769
13882,1.388200,0.15673
13883,1.388300,0.15641
13884,1.388400,0.15801
13885,1.388500,0.15769
13886,1.388600,0.15865
13887,1.388700,0.15737
13888,1.388800,0.15705
13889,1.388900,0.15705
13890,1.389000,0.15609
13891,1.389100,0.15609
13892,1.389200,0.15514
13893,1.389300,0.15641
13894,1.389400,0.15514
13895,1.389500,0.15514
13896,1.389600,0.15322
13897,1.389700,0.15226
13898,1.389800,0.15258
13899,1.389900,0.15226
13900,1.390000,0.15066
13901,1.390100,0.15130
13902,1.390200,0.14938
13903,1.390300,0.14842
13904,1.390400,0.14842
13905,1.390500,0.14746
13906,1.390600,0.14810
13907,1.390700,0.14746
13908,1.390800,0.14650
13909,1.390900,0.14586
13910,1.391000,0.14459
13911,1.391100,0.14427
13912,1.391200,0.14299
13913,1.391300,0.14235
13914,1.391400,0.14267
13915,1.391500,0.14171
13916,1.391600,0.14139
13917,1.391700,0.14075
13918,1.391800,0.14075
13919,1.391900,0.14043
13920,1.392000,0.13947
13921,1.392100,0.13979
13922,1.392200,0.13851
13923,1.392300,0.13979
13924,1.392400,0.13851
13925,1.392500,0.13851
13926,1.392600,0.13947
13927,1.392700,0.13883
13928,1.392800,0.14011
13929,1.392900,0.13883
13930,1.393000,0.13947
13931,1.393100,0.14043
13932,1.393200,0.13979
13933,1.393300,0.14139
13934,1.393400,0.14011
13935,1.393500,0.14171
13936,1.393600,0.14235
13937,1.393700,0.14299
13938,1.393800,0.14171
13939,1.393900,0.14235
13940,1.394000,0.14331
13941,1.394100,0.14331
13942,1.394200,0.14427
13943,1.394300,0.14459
13944,1.394400,0.14778
13945,1.394500,0.14682
13946,1.394600,0.14746
13947,1.394700,0.14810
13948,1.394800,0.14746
13949,1.394900,0.14906
13950,1.395000,0.14842
13951,1.395100,0.15034
13952,1.395200,0.15098
13953,1.395300,0.15066
13954,1.395400,0.15194
13955,1.395500,0.15162
13956,1.395600,0.15354
13957,1.395700,0.15322
13958,1.395800,0.15322
13959,1.395900,0.15450
13960,1.396000,0.15482
13961,1.396100,0.15546
13962,1.396200,0.15641
13963,1.396300,0.15641
13964,1.396400,0.15801
13965,1.396500,0.15705
13966,1.396600,0.15833
13967,1.396700,0.15705
13968,1.396800,0.15833
13969,1.396900,0.15705
13970,1.397000,0.15769
13971,1.397100,0.15833
13972,1.397200,0.15737
13973,1.397300,0.15833
13974,1.397400,0.15673
13975,1.397500,0.15673
13976,1.397600,0.15705
13977,1.397700,0.15641
13978,1.397800,0.15546
13979,1.397900,0.15322
13980,1.398000,0.15354
13981,1.398100,0.15354
13982,1.398200,0.15226
13983,1.398300,0.15194
13984,1.398400,0.15162
13985,1.398500,0.15066
13986,1.398600,0.15002
13987,1.398700,0.14906
13988,1.398800,0.14842
13989,1.398900,0.14842
13990,1.399000,0.14810
13991,1.399100,0.14746
13992,1.399200,0.14554
13993,1.399300,0.14682
13994,1.399400,0.14395
13995,1.399500,0.14299
13996,1.399600,0.14363
13997,1.399700,0.14299
13998,1.399800,0.14235
13999,1.399900,0.14139
14000,1.400000,0.14171
14001,1.400100,0.14235
14002,1.400200,0.14171
14003,1.400300,0.13979
14004,1.400400,0.13979
14005,1.400500,0.13915
14006,1.400600,0.14011
14007,1.400700,0.13883
14008,1.400800,0.14011
14009,1.400900,0.13915
14010,1.401000,0.14075
14011,1.401100,0.14011
14012,1.401200,0.14011
14013,1.401300,0.13947
14014,1.401400,0.14107
14015,1.401500,0.14011
14016,1.401600,0.14043
14017,1.401700,0.14235
14018,1.401800,0.14203
14019,1.401900,0.14203
14020,1.402000,0.14171
14021,1.402100,0.14299
14022,1.402200,0.14363
14023,1.402300,0.14459
14024,1.402400,0.14395
14025,1.402500,0.14491
14026,1.402600,0.14491
14027,1.402700,0.14650
14028,1.402800,0.14682
14029,1.402900,0.14650
14030,1.403000,0.14810
14031,1.403100,0.14906
14032,1.403200,0.14906
14033,1.403300,0.15002
14034,1.403400,0.15130
14035,1.403500,0.15130
14036,1.403600,0.15066
14037,1.403700,0.15258
14038,1.403800,0.15162
14039,1.403900,0.15386
14040,1.404000,0.15322
14041,1.404100,0.15418
14042,1.404200,0.15577
14043,1.404300,0.15354
14044,1.404400,0.15673
14045,1.404500,0.15673
14046,1.404600,0.15641
14047,1.404700,0.15769
14048,1.404800,0.15769
14049,1.404900,0.15769
14050,1.405000,0.15737
14051,1.405100,0.15801
14052,1.405200,0.15833
14053,1.405300,0.15929
14054,1.405400,0.15865
14055,1.405500,0.15801
14056,1.405600,0.15801
14057,1.405700,0.15737
14058,1.405800,0.15641
14059,1.405900,0.15609
14060,1.406000,0.15450
14061,1.406100,0.15609
14062,1.406200,0.15482
14063,1.406300,0.15354
14064,1.406400,0.15354
14065,1.406500,0.15226
14066,1.406600,0.15290
14067,1.406700,0.15130
14068,1.406800,0.15130
14069,1.406900,0.15002
14070,1.407000,0.14938
14071,1.407100,0.15002
14072,1.407200,0.14778
14073,1.407300,0.14810
14074,1.407400,0.14714
14075,1.407500,0.14554
14076,1.407600,0.14554
14077,1.407700,0.14459
14078,1.407800,0.14522
14079,1.407900,0.14331
14080,1.408000,0.14171
14081,1.408100,0.14203
14082,1.408200,0.14171
14083,1.408300,0.14299
14084,1.408400,0.13979
14085,1.408500,0.14075
14086,1.408600,0.14139
14087,1.408700,0.13979
14088,1.408800,0.14011
14089,1.408900,0.14043
14090,1.409000,0.14107
14091,1.409100,0.13883
14092,1.409200,0.13883
14093,1.409300,0.14043
14094,1.409400,0.13979
14095,1.409500,0.14043
14096,1.409600,0.13883
14097,1.409700,0.14043
14098,1.409800,0.14075
14099,1.409900,0.14043
14100,1.410000,0.14107
14101,1.410100,0.14075
14102,1.410200,0.14235
14103,1.410300,0.14203
14104,1.410400,0.14267
14105,1.410500,0.14267
14106,1.410600,0.14331
14107,1.410700,0.14459
14108,1.410800,0.14427
14109,1.410900,0.14586
14110,1.411000,0.14650
14111,1.411100,0.14618
14112,1.411200,0.14746
14113,1.411300,0.14682
14114,1.411400,0.14938
14115,1.411500,0.14810
14116,1.411600,0.14938
14117,1.411700,0.14970
14118,1.411800,0.15194
14119,1.411900,0.15130
14120,1.412000,0.15130
14121,1.412100,0.15226
14122,1.412200,0.15322
14123,1.412300,0.15450
14124,1.412400,0.15482
14125,1.412500,0.15418
14126,1.412600,0.15577
14127,1.412700,0.15577
14128,1.412800,0.15609
14129,1.412900,0.15609
14130,1.413000,0.15673
14131,1.413100,0.15705
14132,1.413200,0.15769
14133,1.413300,0.15641
14134,1.413400,0.15801
14135,1.413500,0.15705
14136,1.413600,0.15897
14137,1.413700,0.15641
14138,1.413800,0.15609
14139,1.413900,0.15769
14140,1.414000,0.15673
14141,1.414100,0.15641
14142,1.414200,0.15641
14143,1.414300,0.15546
14144,1.414400,0.15482
14145,1.414500,0.15418
14146,1.414600,0.15354
14147,1.414700,0.15258
14148,1.414800,0.15226
14149,1.414900,0.15098
14150,1.415000,0.15066
14151,1.415100,0.15098
14152,1.415200,0.15002
14153,1.415300,0.15034
14154,1.415400,0.14938
14155,1.415500,0.14778
14156,1.415600,0.14746
14157,1.415700,0.14650
14158,1.415800,0.14618
14159,1.415900,0.14459
14160,1.416000,0.14459
14161,1.416100,0.14491
14162,1.416200,0.14363
14163,1.416300,0.14267
14164,1.416400,0.14235
14165,1.416500,0.14171
14166,1.416600,0.14171
14167,1.416700,0.14107
14168,1.416800,0.13947
14169,1.416900,0.14107
14170,1.417000,0.14107
14171,1.417100,0.14043
14172,1.417200,0.14011
14173,1.417300,0.13915
14174,1.417400,0.13883
14175,1.417500,0.13979
14176,1.417600,0.13851
14177,1.417700,0.13915
14178,1.417800,0.13915
14179,1.417900,0.13947
14180,1.418000,0.13947
14181,1.418100,0.14011
14182,1.418200,0.14011
14183,1.418300,0.14107
14184,1.418400,0.14043
14185,1.418500,0.14171
14186,1.418600,0.14267
14187,1.418700,0.14203
14188,1.418800,0.14331
14189,1.418900,0.14299
14190,1.419000,0.14395
14191,1.419100,0.14427
14192,1.419200,0.14491
14193,1.419300,0.14618
14194,1.419400,0.14650
14195,1.419500,0.14650
14196,1.419600,0.14714
14197,1.419700,0.14842
14198,1.419800,0.14810
14199,1.419900,0.14874
14200,1.420000,0.14906
14201,1.420100,0.15002
14202,1.420200,0.15194
14203,1.420300,0.15194
14204,1.420400,0.15162
14205,1.420500,0.15290
14206,1.420600,0.15290
14207,1.420700,0.15418
14208,1.420800,0.15418
14209,1.420900,0.15514
14210,1.421000,0.15641
14211,1.421100,0.15577
14212,1.421200,0.15577
14213,1.421300,0.15609
14214,1.421400,0.15705
14215,1.421500,0.15673
14216,1.421600,0.15833
14217,1.421700,0.15833
14218,1.421800,0.15737
14219,1.421900,0.15769
14220,1.422000,0.15737
14221,1.422100,0.15577
14222,1.422200,0.15769
14223,1.422300,0.15641
14224,1.422400,0.15705
14225,1.422500,0.15609
14226,1.422600,0.15418
14227,1.422700,0.15482
14228,1.422800,0.15354
14229,1.422900,0.15386
14230,1.423000,0.15290
14231,1.423100,0.15258
14232,1.423200,0.15258
14233,1.423300,0.15226
14234,1.423400,0.15194
14235,1.423500,0.15034
14236,1.423600,0.14906
14237,1.423700,0.14906
14238,1.423800,0.14874
14239,1.423900,0.14746
14240,1.424000,0.14554
14241,1.424100,0.14682
14242,1.424200,0.14554
14243,1.424300,0.14491
14244,1.424400,0.14427
14245,1.424500,0.14267
14246,1.424600,0.14459
14247,1.424700,0.14235
14248,1.424800,0.14107
14249,1.424900,0.14107
14250,1.425000,0.14171
14251,1.425100,0.14043
14252,1.425200,0.14075
14253,1.425300,0.13883
14254,1.425400,0.14075
14255,1.425500,0.13851
14256,1.425600,0.13947
14257,1.425700,0.13979
14258,1.425800,0.13947
14259,1.425900,0.13979
14260,1.426000,0.13883
14261,1.426100,0.13915
14262,1.426200,0.13947
14263,1.426300,0.14011
14264,1.426400,0.14011
14265,1.426500,0.14011
14266,1.426600,0.13979
14267,1.426700,0.14075
14268,1.426800,0.14235
14269,1.426900,0.14139
14270,1.427000,0.14299
14271,1.427100,0.14235
14272,1.427200,0.14363
14273,1.427300,0.14299
14274,1.427400,0.14459
14275,1.427500,0.14491
14276,1.427600,0.14586
14277,1.427700,0.14682
14278,1.427800,0.14522
14279,1.427900,0.14682
14280,1.428000,0.14778
14281,1.428100,0.14874
14282,1.428200,0.14906
14283,1.428300,0.14970
14284,1.428400,0.14906
14285,1.428500,0.15162
14286,1.428600,0.15034
14287,1.428700,0.15258
14288,1.428800,0.15194
14289,1.428900,0.15418
14290,1.429000,0.15450
14291,1.429100,0.15386
14292,1.429200,0.15482
14293,1.429300,0.15450
14294,1.429400,0.15577
14295,1.429500,0.15577
14296,1.429600,0.15705
14297,1.429700,0.15737
14298,1.429800,0.15737
14299,1.429900,0.15737
14300,1.430000,0.15769
14301,1.430100,0.15865
14302,1.430200,0.15801
14303,1.430300,0.15801
14304,1.430400,0.15673
14305,1.430500,0.15641
14306,1.430600,0.15769
14307,1.430700,0.15673
14308,1.430800,0.15737
14309,1.430900,0.15577
14310,1.431000,0.15546
14311,1.431100,0.15418
14312,1.431200,0.15482
14313,1.431300,0.15354
14314,1.431400,0.15354
14315,1.431500,0.15322
14316,1.431600,0.15130
14317,1.431700,0.15226
14318,1.431800,0.15034
14319,1.431900,0.15066
14320,1.432000,0.14874
14321,1.432100,0.14874
14322,1.432200,0.14842
14323,1.432300,0.14746
14324,1.432400,0.14618
14325,1.432500,0.14586
14326,1.432600,0.14491
14327,1.432700,0.14491
14328,1.432800,0.14395
14329,1.432900,0.14395
14330,1.433000,0.14203
14331,1.433100,0.14267
14332,1.433200,0.14267
14333,1.433300,0.14107
14334,1.433400,0.14043
14335,1.433500,0.14011
14336,1.433600,0.13915
14337,1.433700,0.14011
14338,1.433800,0.13883
14339,1.433900,0.14043
14340,1.434000,0.13915
14341,1.434100,0.13947
14342,1.434200,0.14011
14343,1.434300,0.13915
14344,1.434400,0.14011
14345,1.434500,0.13883
14346,1.434600,0.13851
14347,1.434700,0.13979
14348,1.434800,0.13979
14349,1.434900,0.14075
14350,1.435000,0.14011
14351,1.435100,0.14139
14352,1.435200,0.14107
14353,1.435300,0.14171
14354,1.435400,0.14267
14355,1.435500,0.14235
14356,1.435600,0.14427
14357,1.435700,0.14299
14358,1.435800,0.14459
14359,1.435900,0.14491
14360,1.436000,0.14586
14361,1.436100,0.14714
14362,1.436200,0.14618
14363,1.436300,0.14810
14364,1.436400,0.14682
14365,1.436500,0.14938
14366,1.436600,0.14906
14367,1.436700,0.14938
14368,1.436800,0.15130
14369,1.436900,0.15098
14370,1.437000,0.15194
14371,1.437100,0.15194
14372,1.437200,0.15258
14373,1.437300,0.15322
14374,1.437400,0.15450
14375,1.437500,0.15482
14376,1.437600,0.15450
14377,1.437700,0.15577
14378,1.437800,0.15609
14379,1.437900,0.15705
14380,1.438000,0.15641
14381,1.438100,0.15577
14382,1.438200,0.15737
14383,1.438300,0.15769
14384,1.438400,0.15705
14385,1.438500,0.15865
14386,1.438600,0.15801
14387,1.438700,0.15897
14388,1.438800,0.15801
14389,1.438900,0.15737
14390,1.439000,0.15673
14391,1.439100,0.15705
14392,1.439200,0.15577
14393,1.439300,0.15673
14394,1.439400,0.15386
14395,1.439500,0.15354
14396,1.439600,0.15418
14397,1.439700,0.15290
14398,1.439800,0.15322
14399,1.439900,0.15194
14400,1.440000,0.15098
14401,1.440100,0.15162
14402,1.440200,0.15002
14403,1.440300,0.14938
14404,1.440400,0.14810
14405,1.440500,0.14874
14406,1.440600,0.14682
14407,1.440700,0.14714
14408,1.440800,0.14522
14409,1.440900,0.14682
14410,1.441000,0.14427
14411,1.441100,0.14299
14412,1.441200,0.14395
14413,1.441300,0.14331
14414,1.441400,0.14203
14415,1.441500,0.14171
14416,1.441600,0.14139
14417,1.441700,0.14107
14418,1.441800,0.14011
14419,1.441900,0.13979
14420,1.442000,0.14075
14421,1.442100,0.13947
14422,1.442200,0.14011
14423,1.442300,0.13883
14424,1.442400,0.13979
14425,1.442500,0.13819
14426,1.442600,0.14043
14427,1.442700,0.13947
14428,1.442800,0.13851
14429,1.442900,0.14011
14430,1.443000,0.13915
14431,1.443100,0.14075
14432,1.443200,0.13979
14433,1.443300,0.14043
14434,1.443400,0.14203
14435,1.443500,0.14011
14436,1.443600,0.14235
14437,1.443700,0.14235
14438,1.443800,0.14331
14439,1.443900,0.14395
14440,1.444000,0.14331
14441,1.444100,0.14522
14442,1.444200,0.14427
14443,1.444300,0.14650
14444,1.444400,0.14586
14445,1.444500,0.14522
14446,1.444600,0.14746
14447,1.444700,0.14746
14448,1.444800,0.14906
14449,1.444900,0.14906
14450,1.445000,0.14906
14451,1.445100,0.15034
14452,1.445200,0.15034
14453,1.445300,0.15194
14454,1.445400,0.15194
14455,1.445500,0.15290
14456,1.445600,0.15386
14457,1.445700,0.15418
14458,1.445800,0.15354
14459,1.445900,0.15482
14460,1.446000,0.15577
14461,1.446100,0.15705
14462,1.446200,0.15673
14463,1.446300,0.15609
14464,1.446400,0.15641
14465,1.446500,0.15737
14466,1.446600,0.15833
14467,1.446700,0.15737
14468,1.446800,0.15769
14469,1.446900,0.15705
14470,1.447000,0.15865
14471,1.447100,0.15641
14472,1.447200,0.15769
14473,1.447300,0.15705
14474,1.447400,0.15737
14475,1.447500,0.15641
14476,1.447600,0.15514
14477,1.447700,0.15641
14478,1.447800,0.15482
14479,1.447900,0.15450
14480,1.448000,0.15290
14481,1.448100,0.15418
14482,1.448200,0.15130
14483,1.448300,0.15258
14484,1.448400,0.15066
14485,1.448500,0.15034
14486,1.448600,0.14938
14487,1.448700,0.14778
14488,1.448800,0.14842
14489,1.448900,0.14778
14490,1.449000,0.14650
14491,1.449100,0.14554
14492,1.449200,0.14459
14493,1.449300,0.14427
14494,1.449400,0.14427
14495,1.449500,0.14331
14496,1.449600,0.14235
14497,1.449700,0.14331
14498,1.449800,0.14235
14499,1.449900,0.14139
14500,1.450000,0.14011
14501,1.450100,0.14107
14502,1.450200,0.14043
14503,1.450300,0.13915
14504,1.450400,0.13947
14505,1.450500,0.13979
14506,1.450600,0.14011
14507,1.450700,0.13883
14508,1.450800,0.13851
14509,1.450900,0.13915
14510,1.451000,0.14011
14511,1.451100,0.13883
14512,1.451200,0.13947
14513,1.451300,0.13947
14514,1.451400,0.13979
14515,1.451500,0.14043
14516,1.451600,0.13979
14517,1.451700,0.14139
14518,1.451800,0.14107
14519,1.451900,0.14331
14520,1.452000,0.14075
14521,1.452100,0.14299
14522,1.452200,0.14363
14523,1.452300,0.14459
14524,1.452400,0.14522
14525,1.452500,0.14427
14526,1.452600,0.14522
14527,1.452700,0.14650
14528,1.452800,0.14586
14529,1.452900,0.14618
14530,1.453000,0.14714
14531,1.453100,0.14810
14532,1.453200,0.14938
14533,1.453300,0.14970
14534,1.453400,0.15034
14535,1.453500,0.15002
14536,1.453600,0.15194
14537,1.453700,0.15194
14538,1.453800,0.15354
14539,1.453900,0.15226
14540,1.454000,0.15386
14541,1.454100,0.15482
14542,1.454200,0.15450
14543,1.454300,0.15609
14544,1.454400,0.15609
14545,1.454500,0.15705
14546,1.454600,0.15737
14547,1.454700,0.15609
14548,1.454800,0.15801
14549,1.454900,0.15737
14550,1.455000,0.15769
14551,1.455100,0.15833
14552,1.455200,0.15737
14553,1.455300,0.15929
14554,1.455400,0.15737
14555,1.455500,0.15865
14556,1.455600,0.15737
14557,1.455700,0.15737
14558,1.455800,0.15801
14559,1.455900,0.15546
14560,1.456000,0.15577
14561,1.456100,0.15450
14562,1.456200,0.15577
14563,1.456300,0.15354
14564,1.456400,0.15386
14565,1.456500,0.15258
14566,1.456600,0.15258
14567,1.456700,0.15130
14568,1.456800,0.15002
14569,1.456900,0.15066
14570,1.457000,0.14842
14571,1.457100,0.14906
14572,1.457200,0.14682
14573,1.457300,0.14746
14574,1.457400,0.14746
14575,1.457500,0.14650
14576,1.457600,0.14554
14577,1.457700,0.14395
14578,1.457800,0.14491
14579,1.457900,0.14203
14580,1.458000,0.14331
14581,1.458100,0.14139
14582,1.458200,0.14171
14583,1.458300,0.14139
14584,1.458400,0.14011
14585,1.458500,0.14075
14586,1.458600,0.13883
14587,1.458700,0.14075
14588,1.458800,0.14043
14589,1.458900,0.13883
14590,1.459000,0.14075
14591,1.459100,0.13883
14592,1.459200,0.13947
14593,1.459300,0.13819
14594,1.459400,0.13947
14595,1.459500,0.13883
14596,1.459600,0.13979
14597,1.459700,0.14011
14598,1.459800,0.13915
14599,1.459900,0.14139
14600,1.460000,0.14043
14601,1.460100,0.14171
14602,1.460200,0.14267
14603,1.460300,0.14299
14604,1.460400,0.14331
14605,1.460500,0.14235
14606,1.460600,0.14331
14607,1.460700,0.14491
14608,1.460800,0.14459
14609,1.460900,0.14522
14610,1.461000,0.14618
14611,1.461100,0.14682
14612,1.461200,0.14650
14613,1.461300,0.14810
14614,1.461400,0.14810
14615,1.461500,0.14938
14616,1.461600,0.14970
14617,1.461700,0.14906
14618,1.461800,0.15034
14619,1.461900,0.15258
14620,1.462000,0.15130
14621,1.462100,0.15322
14622,1.462200,0.15258
14623,1.462300,0.15354
14624,1.462400,0.15482
14625,1.462500,0.15450
14626,1.462600,0.15482
14627,1.462700,0.15577
14628,1.462800,0.15514
14629,1.462900,0.15705
14630,1.463000,0.15705
14631,1.463100,0.15801
14632,1.463200,0.15737
14633,1.463300,0.15833
14634,1.463400,0.15737
14635,1.463500,0.15801
14636,1.463600,0.15833
14637,1.463700,0.15705
14638,1.463800,0.15705
14639,1.463900,0.15641
14640,1.464000,0.15769
14641,1.464100,0.15641
14642,1.464200,0.15577
14643,1.464300,0.15482
14644,1.464400,0.15546
14645,1.464500,0.15418
14646,1.464600,0.15386
14647,1.464700,0.15290
14648,1.464800,0.15354
14649,1.464900,0.15162
14650,1.465000,0.15130
14651,1.465100,0.15130
14652,1.465200,0.14970
14653,1.465300,0.14938
14654,1.465400,0.14810
14655,1.465500,0.14842
14656,1.465600,0.14778
14657,1.465700,0.14682
14658,1.465800,0.14586
14659,1.465900,0.14522
14660,1.466000,0.14554
14661,1.466100,0.14331
14662,1.466200,0.14395
14663,1.466300,0.14267
14664,1.466400,0.14363
14665,1.466500,0.14107
14666,1.466600,0.14107
14667,1.466700,0.14075
14668,1.466800,0.13947
14669,1.466900,0.14075
14670,1.467000,0.14011
14671,1.467100,0.13947
14672,1.467200,0.13947
14673,1.467300,0.14011
14674,1.467400,0.13883
